,userID,articleID
105,USER_0021,ARTICLE_2259
106,USER_0021,ARTICLE_0446
107,USER_0021,ARTICLE_0033
108,USER_0021,ARTICLE_0931
109,USER_0021,ARTICLE_1257
110,USER_0022,ARTICLE_2782
111,USER_0022,ARTICLE_2045
112,USER_0022,ARTICLE_0446
113,USER_0022,ARTICLE_0784
114,USER_0022,ARTICLE_0886
115,USER_0023,ARTICLE_1601
116,USER_0023,ARTICLE_2868
117,USER_0023,ARTICLE_2782
118,USER_0023,ARTICLE_2148
119,USER_0023,ARTICLE_2045
120,USER_0024,ARTICLE_2045
121,USER_0024,ARTICLE_0436
122,USER_0024,ARTICLE_2894
123,USER_0024,ARTICLE_1965
124,USER_0024,ARTICLE_1568
125,USER_0025,ARTICLE_2868
126,USER_0025,ARTICLE_0169
127,USER_0025,ARTICLE_2782
128,USER_0025,ARTICLE_2706
129,USER_0025,ARTICLE_2372
130,USER_0026,ARTICLE_2045
131,USER_0026,ARTICLE_2868
132,USER_0026,ARTICLE_2024
133,USER_0026,ARTICLE_0162
134,USER_0026,ARTICLE_1601
135,USER_0027,ARTICLE_2782
136,USER_0027,ARTICLE_1901
137,USER_0027,ARTICLE_0553
138,USER_0027,ARTICLE_0285
139,USER_0027,ARTICLE_1089
140,USER_0028,ARTICLE_1601
141,USER_0028,ARTICLE_0436
142,USER_0028,ARTICLE_2868
143,USER_0028,ARTICLE_0968
144,USER_0028,ARTICLE_0610
145,USER_0029,ARTICLE_2782
146,USER_0029,ARTICLE_0436
147,USER_0029,ARTICLE_2286
148,USER_0029,ARTICLE_0664
149,USER_0029,ARTICLE_1230
150,USER_0030,ARTICLE_1381
151,USER_0030,ARTICLE_0912
152,USER_0030,ARTICLE_0597
153,USER_0030,ARTICLE_2977
154,USER_0030,ARTICLE_0502
155,USER_0031,ARTICLE_0436
156,USER_0031,ARTICLE_0968
157,USER_0031,ARTICLE_1601
158,USER_0031,ARTICLE_2311
159,USER_0031,ARTICLE_0220
160,USER_0032,ARTICLE_0682
161,USER_0032,ARTICLE_1594
162,USER_0032,ARTICLE_2865
163,USER_0032,ARTICLE_0693
164,USER_0032,ARTICLE_1652
165,USER_0033,ARTICLE_1744
166,USER_0033,ARTICLE_2698
167,USER_0033,ARTICLE_0061
168,USER_0033,ARTICLE_2112
169,USER_0033,ARTICLE_0446
170,USER_0034,ARTICLE_2782
171,USER_0034,ARTICLE_0436
172,USER_0034,ARTICLE_2868
173,USER_0034,ARTICLE_0693
174,USER_0034,ARTICLE_0399
175,USER_0035,ARTICLE_2868
176,USER_0035,ARTICLE_0693
177,USER_0035,ARTICLE_0446
178,USER_0035,ARTICLE_2259
179,USER_0035,ARTICLE_2309
180,USER_0036,ARTICLE_1744
181,USER_0036,ARTICLE_0885
182,USER_0036,ARTICLE_0623
183,USER_0036,ARTICLE_2663
184,USER_0036,ARTICLE_2464
185,USER_0037,ARTICLE_0966
186,USER_0037,ARTICLE_0134
187,USER_0037,ARTICLE_2573
188,USER_0037,ARTICLE_2045
189,USER_0037,ARTICLE_0625
190,USER_0038,ARTICLE_0784
191,USER_0038,ARTICLE_1597
192,USER_0038,ARTICLE_2677
193,USER_0038,ARTICLE_2045
194,USER_0038,ARTICLE_2438
195,USER_0039,ARTICLE_2406
196,USER_0039,ARTICLE_2541
197,USER_0039,ARTICLE_1636
198,USER_0039,ARTICLE_2782
199,USER_0039,ARTICLE_2045
200,USER_0040,ARTICLE_0784
201,USER_0040,ARTICLE_0693
202,USER_0040,ARTICLE_1652
203,USER_0040,ARTICLE_0733
204,USER_0040,ARTICLE_0258
205,USER_0041,ARTICLE_0784
206,USER_0041,ARTICLE_2309
207,USER_0041,ARTICLE_0060
208,USER_0041,ARTICLE_2223
209,USER_0041,ARTICLE_2364
210,USER_0042,ARTICLE_1468
211,USER_0042,ARTICLE_2275
212,USER_0042,ARTICLE_2406
213,USER_0042,ARTICLE_0599
214,USER_0042,ARTICLE_0912
215,USER_0043,ARTICLE_2045
216,USER_0043,ARTICLE_1601
217,USER_0043,ARTICLE_2021
218,USER_0043,ARTICLE_2738
219,USER_0043,ARTICLE_2372
220,USER_0044,ARTICLE_1253
221,USER_0044,ARTICLE_2573
222,USER_0044,ARTICLE_2612
223,USER_0044,ARTICLE_1636
224,USER_0044,ARTICLE_0061
225,USER_0045,ARTICLE_2698
226,USER_0045,ARTICLE_1108
227,USER_0045,ARTICLE_1828
228,USER_0045,ARTICLE_1046
229,USER_0045,ARTICLE_2631
230,USER_0046,ARTICLE_0061
231,USER_0046,ARTICLE_2698
232,USER_0046,ARTICLE_0789
233,USER_0046,ARTICLE_2931
234,USER_0046,ARTICLE_2112
235,USER_0047,ARTICLE_2868
236,USER_0047,ARTICLE_2406
237,USER_0047,ARTICLE_1568
238,USER_0047,ARTICLE_1744
239,USER_0047,ARTICLE_0693
240,USER_0048,ARTICLE_0784
241,USER_0048,ARTICLE_1624
242,USER_0048,ARTICLE_0693
243,USER_0048,ARTICLE_2309
244,USER_0048,ARTICLE_0520
245,USER_0049,ARTICLE_2259
246,USER_0049,ARTICLE_1624
247,USER_0049,ARTICLE_1384
248,USER_0049,ARTICLE_2406
249,USER_0049,ARTICLE_2045
250,USER_0050,ARTICLE_0753
251,USER_0050,ARTICLE_1397
252,USER_0050,ARTICLE_0693
253,USER_0050,ARTICLE_1945
254,USER_0050,ARTICLE_3006
255,USER_0051,ARTICLE_2782
256,USER_0051,ARTICLE_0436
257,USER_0051,ARTICLE_1244
258,USER_0051,ARTICLE_0610
259,USER_0051,ARTICLE_0351
260,USER_0052,ARTICLE_2782
261,USER_0052,ARTICLE_2112
262,USER_0052,ARTICLE_0061
263,USER_0052,ARTICLE_1267
264,USER_0052,ARTICLE_0446
265,USER_0053,ARTICLE_2868
266,USER_0053,ARTICLE_2045
267,USER_0053,ARTICLE_0436
268,USER_0053,ARTICLE_0203
269,USER_0053,ARTICLE_2894
270,USER_0054,ARTICLE_1881
271,USER_0054,ARTICLE_0399
272,USER_0054,ARTICLE_0699
273,USER_0054,ARTICLE_1267
274,USER_0054,ARTICLE_2868
275,USER_0055,ARTICLE_2045
276,USER_0055,ARTICLE_1601
277,USER_0055,ARTICLE_0968
278,USER_0055,ARTICLE_2372
279,USER_0055,ARTICLE_2782
280,USER_0056,ARTICLE_0553
281,USER_0056,ARTICLE_1597
282,USER_0056,ARTICLE_1620
283,USER_0056,ARTICLE_1950
284,USER_0056,ARTICLE_1624
285,USER_0057,ARTICLE_1568
286,USER_0057,ARTICLE_0060
287,USER_0057,ARTICLE_0446
288,USER_0057,ARTICLE_0225
289,USER_0057,ARTICLE_1901
290,USER_0058,ARTICLE_1824
291,USER_0058,ARTICLE_1672
292,USER_0058,ARTICLE_0699
293,USER_0058,ARTICLE_1513
294,USER_0058,ARTICLE_1257
295,USER_0059,ARTICLE_2782
296,USER_0059,ARTICLE_1601
297,USER_0059,ARTICLE_0968
298,USER_0059,ARTICLE_0436
299,USER_0059,ARTICLE_2372
300,USER_0060,ARTICLE_1015
301,USER_0060,ARTICLE_0553
302,USER_0060,ARTICLE_1383
303,USER_0060,ARTICLE_0993
304,USER_0060,ARTICLE_0387
305,USER_0061,ARTICLE_0561
306,USER_0061,ARTICLE_0592
307,USER_0061,ARTICLE_2456
308,USER_0061,ARTICLE_0664
309,USER_0061,ARTICLE_2275
310,USER_0062,ARTICLE_2045
311,USER_0062,ARTICLE_2115
312,USER_0062,ARTICLE_1918
313,USER_0062,ARTICLE_0968
314,USER_0062,ARTICLE_0203
315,USER_0063,ARTICLE_2045
316,USER_0063,ARTICLE_0436
317,USER_0063,ARTICLE_1568
318,USER_0063,ARTICLE_1601
319,USER_0063,ARTICLE_0966
320,USER_0064,ARTICLE_0411
321,USER_0064,ARTICLE_2423
322,USER_0064,ARTICLE_0108
323,USER_0064,ARTICLE_1119
324,USER_0064,ARTICLE_0508
325,USER_0065,ARTICLE_2782
326,USER_0065,ARTICLE_0436
327,USER_0065,ARTICLE_1460
328,USER_0065,ARTICLE_2151
329,USER_0065,ARTICLE_0839
330,USER_0066,ARTICLE_2026
331,USER_0066,ARTICLE_1230
332,USER_0066,ARTICLE_2147
333,USER_0066,ARTICLE_0176
334,USER_0066,ARTICLE_0309
335,USER_0067,ARTICLE_1568
336,USER_0067,ARTICLE_1371
337,USER_0067,ARTICLE_2126
338,USER_0067,ARTICLE_2833
339,USER_0067,ARTICLE_1601
340,USER_0068,ARTICLE_2868
341,USER_0068,ARTICLE_1601
342,USER_0068,ARTICLE_2045
343,USER_0068,ARTICLE_2782
344,USER_0068,ARTICLE_2372
345,USER_0069,ARTICLE_1367
346,USER_0069,ARTICLE_0108
347,USER_0069,ARTICLE_2288
348,USER_0069,ARTICLE_1157
349,USER_0069,ARTICLE_0382
350,USER_0070,ARTICLE_1744
351,USER_0070,ARTICLE_2464
352,USER_0070,ARTICLE_1426
353,USER_0070,ARTICLE_0071
354,USER_0070,ARTICLE_0641
355,USER_0071,ARTICLE_0699
356,USER_0071,ARTICLE_1528
357,USER_0071,ARTICLE_2364
358,USER_0071,ARTICLE_2309
359,USER_0071,ARTICLE_1627
360,USER_0072,ARTICLE_1130
361,USER_0072,ARTICLE_1881
362,USER_0072,ARTICLE_1652
363,USER_0072,ARTICLE_1286
364,USER_0072,ARTICLE_1745
365,USER_0073,ARTICLE_2868
366,USER_0073,ARTICLE_2045
367,USER_0073,ARTICLE_0351
368,USER_0073,ARTICLE_1824
369,USER_0073,ARTICLE_1601
370,USER_0074,ARTICLE_0597
371,USER_0074,ARTICLE_0912
372,USER_0074,ARTICLE_1381
373,USER_0074,ARTICLE_2977
374,USER_0074,ARTICLE_2096
375,USER_0075,ARTICLE_1728
376,USER_0075,ARTICLE_0746
377,USER_0075,ARTICLE_1332
378,USER_0075,ARTICLE_1312
379,USER_0075,ARTICLE_0230
380,USER_0076,ARTICLE_2868
381,USER_0076,ARTICLE_0968
382,USER_0076,ARTICLE_1601
383,USER_0076,ARTICLE_2782
384,USER_0076,ARTICLE_0436
385,USER_0077,ARTICLE_2139
386,USER_0077,ARTICLE_0108
387,USER_0077,ARTICLE_2803
388,USER_0077,ARTICLE_2307
389,USER_0077,ARTICLE_2808
390,USER_0078,ARTICLE_1945
391,USER_0078,ARTICLE_1522
392,USER_0078,ARTICLE_3006
393,USER_0078,ARTICLE_0399
394,USER_0078,ARTICLE_1177
395,USER_0079,ARTICLE_1945
396,USER_0079,ARTICLE_1522
397,USER_0079,ARTICLE_3006
398,USER_0079,ARTICLE_1397
399,USER_0079,ARTICLE_0753
400,USER_0080,ARTICLE_1000
401,USER_0080,ARTICLE_0162
402,USER_0080,ARTICLE_2806
403,USER_0080,ARTICLE_2024
404,USER_0080,ARTICLE_0592
405,USER_0081,ARTICLE_0399
406,USER_0081,ARTICLE_0134
407,USER_0081,ARTICLE_2259
408,USER_0081,ARTICLE_2868
409,USER_0081,ARTICLE_1522
410,USER_0082,ARTICLE_2868
411,USER_0082,ARTICLE_0258
412,USER_0082,ARTICLE_0446
413,USER_0082,ARTICLE_0784
414,USER_0082,ARTICLE_1924
415,USER_0083,ARTICLE_1601
416,USER_0083,ARTICLE_2045
417,USER_0083,ARTICLE_2782
418,USER_0083,ARTICLE_0968
419,USER_0083,ARTICLE_1333
420,USER_0084,ARTICLE_1568
421,USER_0084,ARTICLE_1601
422,USER_0084,ARTICLE_1624
423,USER_0084,ARTICLE_2782
424,USER_0084,ARTICLE_2045
425,USER_0085,ARTICLE_0784
426,USER_0085,ARTICLE_2651
427,USER_0085,ARTICLE_2223
428,USER_0085,ARTICLE_1743
429,USER_0085,ARTICLE_2364
430,USER_0086,ARTICLE_2126
431,USER_0086,ARTICLE_1541
432,USER_0086,ARTICLE_1784
433,USER_0086,ARTICLE_0917
434,USER_0086,ARTICLE_0573
435,USER_0087,ARTICLE_2868
436,USER_0087,ARTICLE_2782
437,USER_0087,ARTICLE_1568
438,USER_0087,ARTICLE_2099
439,USER_0087,ARTICLE_0968
440,USER_0088,ARTICLE_1744
441,USER_0088,ARTICLE_1267
442,USER_0088,ARTICLE_2865
443,USER_0088,ARTICLE_0446
444,USER_0088,ARTICLE_0061
445,USER_0089,ARTICLE_2868
446,USER_0089,ARTICLE_2259
447,USER_0089,ARTICLE_1413
448,USER_0089,ARTICLE_1744
449,USER_0089,ARTICLE_2897
450,USER_0090,ARTICLE_2406
451,USER_0090,ARTICLE_2931
452,USER_0090,ARTICLE_1924
453,USER_0090,ARTICLE_2803
454,USER_0090,ARTICLE_1481
455,USER_0091,ARTICLE_2600
456,USER_0091,ARTICLE_1624
457,USER_0091,ARTICLE_2485
458,USER_0091,ARTICLE_1470
459,USER_0091,ARTICLE_1568
460,USER_0092,ARTICLE_2936
461,USER_0092,ARTICLE_0693
462,USER_0092,ARTICLE_2309
463,USER_0092,ARTICLE_0699
464,USER_0092,ARTICLE_0446
465,USER_0093,ARTICLE_1468
466,USER_0093,ARTICLE_2275
467,USER_0093,ARTICLE_2406
468,USER_0093,ARTICLE_0599
469,USER_0093,ARTICLE_0912
470,USER_0094,ARTICLE_0553
471,USER_0094,ARTICLE_0060
472,USER_0094,ARTICLE_0446
473,USER_0094,ARTICLE_2389
474,USER_0094,ARTICLE_2651
475,USER_0095,ARTICLE_2259
476,USER_0095,ARTICLE_0446
477,USER_0095,ARTICLE_1624
478,USER_0095,ARTICLE_0693
479,USER_0095,ARTICLE_0061
480,USER_0096,ARTICLE_2782
481,USER_0096,ARTICLE_2868
482,USER_0096,ARTICLE_0351
483,USER_0096,ARTICLE_1824
484,USER_0096,ARTICLE_1568
485,USER_0097,ARTICLE_2868
486,USER_0097,ARTICLE_0502
487,USER_0097,ARTICLE_0968
488,USER_0097,ARTICLE_2045
489,USER_0097,ARTICLE_0162
490,USER_0098,ARTICLE_2868
491,USER_0098,ARTICLE_2045
492,USER_0098,ARTICLE_2782
493,USER_0098,ARTICLE_0693
494,USER_0098,ARTICLE_2738
495,USER_0099,ARTICLE_2782
496,USER_0099,ARTICLE_0399
497,USER_0099,ARTICLE_2259
498,USER_0099,ARTICLE_2868
499,USER_0099,ARTICLE_0753
500,USER_0100,ARTICLE_2045
501,USER_0100,ARTICLE_2868
502,USER_0100,ARTICLE_2889
503,USER_0100,ARTICLE_1601
504,USER_0100,ARTICLE_0693
505,USER_0101,ARTICLE_1522
506,USER_0101,ARTICLE_1397
507,USER_0101,ARTICLE_2782
508,USER_0101,ARTICLE_1177
509,USER_0101,ARTICLE_1624
510,USER_0102,ARTICLE_1664
511,USER_0102,ARTICLE_1790
512,USER_0102,ARTICLE_0886
513,USER_0102,ARTICLE_1059
514,USER_0102,ARTICLE_2557
515,USER_0103,ARTICLE_0446
516,USER_0103,ARTICLE_0784
517,USER_0103,ARTICLE_2364
518,USER_0103,ARTICLE_0439
519,USER_0103,ARTICLE_2489
520,USER_0104,ARTICLE_2541
521,USER_0104,ARTICLE_2868
522,USER_0104,ARTICLE_1924
523,USER_0104,ARTICLE_0336
524,USER_0104,ARTICLE_2164
525,USER_0105,ARTICLE_2045
526,USER_0105,ARTICLE_2865
527,USER_0105,ARTICLE_1624
528,USER_0105,ARTICLE_0553
529,USER_0105,ARTICLE_0693
530,USER_0106,ARTICLE_2045
531,USER_0106,ARTICLE_0436
532,USER_0106,ARTICLE_2894
533,USER_0106,ARTICLE_1824
534,USER_0106,ARTICLE_0203
535,USER_0107,ARTICLE_2738
536,USER_0107,ARTICLE_1601
537,USER_0107,ARTICLE_2868
538,USER_0107,ARTICLE_1064
539,USER_0107,ARTICLE_2372
540,USER_0108,ARTICLE_1029
541,USER_0108,ARTICLE_1787
542,USER_0108,ARTICLE_2751
543,USER_0108,ARTICLE_0784
544,USER_0108,ARTICLE_0181
545,USER_0109,ARTICLE_0220
546,USER_0109,ARTICLE_2259
547,USER_0109,ARTICLE_2698
548,USER_0109,ARTICLE_0258
549,USER_0109,ARTICLE_0061
550,USER_0110,ARTICLE_2868
551,USER_0110,ARTICLE_1601
552,USER_0110,ARTICLE_0968
553,USER_0110,ARTICLE_2021
554,USER_0110,ARTICLE_2045
555,USER_0111,ARTICLE_2782
556,USER_0111,ARTICLE_2475
557,USER_0111,ARTICLE_1804
558,USER_0111,ARTICLE_1686
559,USER_0111,ARTICLE_2861
560,USER_0112,ARTICLE_1901
561,USER_0112,ARTICLE_2738
562,USER_0112,ARTICLE_0610
563,USER_0112,ARTICLE_1601
564,USER_0112,ARTICLE_1959
565,USER_0113,ARTICLE_1841
566,USER_0113,ARTICLE_1624
567,USER_0113,ARTICLE_0670
568,USER_0113,ARTICLE_2868
569,USER_0113,ARTICLE_0446
570,USER_0114,ARTICLE_0446
571,USER_0114,ARTICLE_0220
572,USER_0114,ARTICLE_2389
573,USER_0114,ARTICLE_1601
574,USER_0114,ARTICLE_1624
575,USER_0115,ARTICLE_2045
576,USER_0115,ARTICLE_0610
577,USER_0115,ARTICLE_2372
578,USER_0115,ARTICLE_2868
579,USER_0115,ARTICLE_2021
580,USER_0116,ARTICLE_2782
581,USER_0116,ARTICLE_0693
582,USER_0116,ARTICLE_1744
583,USER_0116,ARTICLE_2126
584,USER_0116,ARTICLE_0399
585,USER_0117,ARTICLE_1043
586,USER_0117,ARTICLE_0307
587,USER_0117,ARTICLE_1528
588,USER_0117,ARTICLE_1537
589,USER_0117,ARTICLE_0766
590,USER_0118,ARTICLE_2868
591,USER_0118,ARTICLE_1601
592,USER_0118,ARTICLE_0968
593,USER_0118,ARTICLE_1568
594,USER_0118,ARTICLE_0693
595,USER_0119,ARTICLE_1620
596,USER_0119,ARTICLE_1625
597,USER_0119,ARTICLE_2196
598,USER_0119,ARTICLE_2577
599,USER_0119,ARTICLE_1569
600,USER_0120,ARTICLE_2868
601,USER_0120,ARTICLE_2127
602,USER_0120,ARTICLE_1601
603,USER_0120,ARTICLE_0203
604,USER_0120,ARTICLE_2889
605,USER_0121,ARTICLE_0553
606,USER_0121,ARTICLE_2389
607,USER_0121,ARTICLE_1384
608,USER_0121,ARTICLE_1620
609,USER_0121,ARTICLE_1881
610,USER_0122,ARTICLE_2782
611,USER_0122,ARTICLE_2045
612,USER_0122,ARTICLE_2868
613,USER_0122,ARTICLE_1601
614,USER_0122,ARTICLE_2889
615,USER_0123,ARTICLE_0446
616,USER_0123,ARTICLE_0931
617,USER_0123,ARTICLE_0439
618,USER_0123,ARTICLE_1624
619,USER_0123,ARTICLE_2868
620,USER_0124,ARTICLE_0399
621,USER_0124,ARTICLE_2820
622,USER_0124,ARTICLE_0336
623,USER_0124,ARTICLE_0843
624,USER_0124,ARTICLE_2524
625,USER_0125,ARTICLE_1686
626,USER_0125,ARTICLE_1624
627,USER_0125,ARTICLE_1556
628,USER_0125,ARTICLE_2492
629,USER_0125,ARTICLE_0657
630,USER_0126,ARTICLE_0931
631,USER_0126,ARTICLE_0220
632,USER_0126,ARTICLE_0446
633,USER_0126,ARTICLE_0784
634,USER_0126,ARTICLE_2309
635,USER_0127,ARTICLE_0553
636,USER_0127,ARTICLE_2364
637,USER_0127,ARTICLE_1624
638,USER_0127,ARTICLE_0258
639,USER_0127,ARTICLE_2012
640,USER_0128,ARTICLE_2782
641,USER_0128,ARTICLE_0436
642,USER_0128,ARTICLE_1460
643,USER_0128,ARTICLE_2406
644,USER_0128,ARTICLE_2576
645,USER_0129,ARTICLE_0061
646,USER_0129,ARTICLE_0220
647,USER_0129,ARTICLE_1744
648,USER_0129,ARTICLE_2782
649,USER_0129,ARTICLE_2112
650,USER_0130,ARTICLE_0446
651,USER_0130,ARTICLE_2112
652,USER_0130,ARTICLE_2698
653,USER_0130,ARTICLE_1744
654,USER_0130,ARTICLE_0336
655,USER_0131,ARTICLE_2389
656,USER_0131,ARTICLE_2966
657,USER_0131,ARTICLE_2151
658,USER_0131,ARTICLE_0166
659,USER_0131,ARTICLE_2967
660,USER_0132,ARTICLE_2620
661,USER_0132,ARTICLE_1024
662,USER_0132,ARTICLE_2698
663,USER_0132,ARTICLE_1257
664,USER_0132,ARTICLE_2112
665,USER_0133,ARTICLE_2045
666,USER_0133,ARTICLE_2782
667,USER_0133,ARTICLE_1601
668,USER_0133,ARTICLE_0693
669,USER_0133,ARTICLE_0446
670,USER_0134,ARTICLE_0912
671,USER_0134,ARTICLE_0446
672,USER_0134,ARTICLE_2868
673,USER_0134,ARTICLE_2311
674,USER_0134,ARTICLE_1439
675,USER_0135,ARTICLE_0553
676,USER_0135,ARTICLE_0647
677,USER_0135,ARTICLE_1367
678,USER_0135,ARTICLE_0897
679,USER_0135,ARTICLE_0476
680,USER_0136,ARTICLE_0436
681,USER_0136,ARTICLE_2406
682,USER_0136,ARTICLE_0553
683,USER_0136,ARTICLE_2259
684,USER_0136,ARTICLE_2868
685,USER_0137,ARTICLE_1601
686,USER_0137,ARTICLE_2259
687,USER_0137,ARTICLE_2045
688,USER_0137,ARTICLE_0968
689,USER_0137,ARTICLE_0610
690,USER_0138,ARTICLE_0162
691,USER_0138,ARTICLE_1568
692,USER_0138,ARTICLE_2099
693,USER_0138,ARTICLE_1000
694,USER_0138,ARTICLE_0597
695,USER_0139,ARTICLE_2012
696,USER_0139,ARTICLE_2806
697,USER_0139,ARTICLE_2126
698,USER_0139,ARTICLE_2288
699,USER_0139,ARTICLE_0784
700,USER_0140,ARTICLE_2868
701,USER_0140,ARTICLE_0968
702,USER_0140,ARTICLE_2372
703,USER_0140,ARTICLE_2021
704,USER_0140,ARTICLE_0365
705,USER_0141,ARTICLE_1601
706,USER_0141,ARTICLE_2045
707,USER_0141,ARTICLE_0610
708,USER_0141,ARTICLE_2372
709,USER_0141,ARTICLE_2493
710,USER_0142,ARTICLE_2868
711,USER_0142,ARTICLE_0968
712,USER_0142,ARTICLE_2738
713,USER_0142,ARTICLE_2372
714,USER_0142,ARTICLE_0610
715,USER_0143,ARTICLE_2045
716,USER_0143,ARTICLE_0436
717,USER_0143,ARTICLE_0502
718,USER_0143,ARTICLE_2894
719,USER_0143,ARTICLE_0203
720,USER_0144,ARTICLE_2782
721,USER_0144,ARTICLE_2045
722,USER_0144,ARTICLE_0436
723,USER_0144,ARTICLE_2868
724,USER_0144,ARTICLE_1601
725,USER_0145,ARTICLE_1624
726,USER_0145,ARTICLE_2570
727,USER_0145,ARTICLE_0060
728,USER_0145,ARTICLE_2865
729,USER_0145,ARTICLE_0446
730,USER_0146,ARTICLE_2372
731,USER_0146,ARTICLE_2045
732,USER_0146,ARTICLE_0309
733,USER_0146,ARTICLE_0968
734,USER_0146,ARTICLE_1825
735,USER_0147,ARTICLE_1257
736,USER_0147,ARTICLE_2698
737,USER_0147,ARTICLE_2197
738,USER_0147,ARTICLE_1513
739,USER_0147,ARTICLE_0784
740,USER_0148,ARTICLE_2045
741,USER_0148,ARTICLE_0436
742,USER_0148,ARTICLE_2127
743,USER_0148,ARTICLE_2889
744,USER_0148,ARTICLE_2868
745,USER_0149,ARTICLE_2024
746,USER_0149,ARTICLE_1568
747,USER_0149,ARTICLE_0561
748,USER_0149,ARTICLE_1000
749,USER_0149,ARTICLE_2885
750,USER_0150,ARTICLE_2541
751,USER_0150,ARTICLE_2868
752,USER_0150,ARTICLE_1924
753,USER_0150,ARTICLE_0336
754,USER_0150,ARTICLE_2164
755,USER_0151,ARTICLE_2045
756,USER_0151,ARTICLE_0968
757,USER_0151,ARTICLE_2372
758,USER_0151,ARTICLE_1884
759,USER_0151,ARTICLE_2493
760,USER_0152,ARTICLE_1568
761,USER_0152,ARTICLE_0446
762,USER_0152,ARTICLE_2309
763,USER_0152,ARTICLE_1513
764,USER_0152,ARTICLE_2656
765,USER_0153,ARTICLE_2868
766,USER_0153,ARTICLE_2936
767,USER_0153,ARTICLE_2782
768,USER_0153,ARTICLE_1267
769,USER_0153,ARTICLE_2698
770,USER_0154,ARTICLE_2147
771,USER_0154,ARTICLE_1230
772,USER_0154,ARTICLE_2192
773,USER_0154,ARTICLE_0508
774,USER_0154,ARTICLE_2055
775,USER_0155,ARTICLE_2430
